OONOPI,NLI3PI,CTYPPI,CNAMPI,CURLPI,DTYPPI,DVALPI,PORTPI,POETPI,CCDEPI
0046807-180523-0144286129                         ,4,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-0144286129                         ,5,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-0144286129                         ,6,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-0144286129                         ,7,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-0144286129                         ,8,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-0144570868                         ,1,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-0148150017                         ,1,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-0148404000                         ,1,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-0148404000                         ,2,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-0148404000                         ,3,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-0148404000                         ,4,MALL_BULK_COUPON                                                                                                                                                                                                                                          ,【樂天會員生日獻禮】專屬150元生日金-5月全會員-4                                                                                                                                                                                                     ,https://www.rakuten.com.tw/                                                                                                                                                                                                                               ,AMOUNT_OFF                                        ,150                                               ,                                                  ,                                                  ,LAU5-P2YV-R6RA-6HIL                               
0046807-180523-0148404000                         ,5,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-0148404000                         ,6,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-0148404000                         ,7,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-0148487326                         ,1,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-0150149650                         ,1,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-0150149650                         ,2,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-0150278480                         ,1,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-0150278778                         ,1,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-0150278778                         ,2,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-0150278778                         ,3,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-0150278778                         ,4,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-0150278778                         ,5,MALL_BULK_COUPON                                                                                                                                                                                                                                          ,【樂天會員生日獻禮】專屬150元生日金-5月全會員-1                                                                                                                                                                                                     ,https://www.rakuten.com.tw/                                                                                                                                                                                                                               ,AMOUNT_OFF                                        ,150                                               ,                                                  ,                                                  ,TQZW-FYI4-TXO0-TSLI                               
0046807-180523-0150278778                         ,6,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-0151545689                         ,1,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-0152481041                         ,1,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-0155262106                         ,1,MALL_BULK_COUPON                                                                                                                                                                                                                                          ,精選會員獨享-單筆滿699現折100-2                                                                                                                                                                                                                     ,https://www.rakuten.com.tw/                                                                                                                                                                                                                               ,AMOUNT_OFF                                        ,100                                               ,                                                  ,                                                  ,SJ7S-9BTA-WJOB-CSQ4                               
0046807-180523-0155262106                         ,2,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-0157516206                         ,1,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-0157571332                         ,1,MALL_BULK_COUPON                                                                                                                                                                                                                                          ,2018年5月點數提醒購物禮499折50-7                                                                                                                                                                                                                    ,https://www.rakuten.com.tw/                                                                                                                                                                                                                               ,AMOUNT_OFF                                        ,50                                                ,                                                  ,                                                  ,9T9V-ILWC-MLQV-NNMB                               
0046807-180523-0157571332                         ,2,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-0157571332                         ,3,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-0158580603                         ,1,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-0159083638                         ,1,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-0159324870                         ,1,MALL_BULK_COUPON                                                                                                                                                                                                                                          ,2018年5月點數提醒購物禮499折50-7                                                                                                                                                                                                                    ,https://www.rakuten.com.tw/                                                                                                                                                                                                                               ,AMOUNT_OFF                                        ,50                                                ,                                                  ,                                                  ,LNKI-NHSD-ILBA-NQIT                               
0046807-180523-0159324870                         ,2,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-0159324870                         ,3,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-0209500623                         ,1,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買天天限量特價-5/23                                                                                                                                                                                                                                   ,                                                                                                                                                                                                                                                          ,FIXED_PRICE                                       ,54                                                ,                                                  ,                                                  ,                                                  
0046807-180523-0209500623                         ,2,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買天天限量特價-5/23                                                                                                                                                                                                                                   ,                                                                                                                                                                                                                                                          ,FIXED_PRICE                                       ,120                                               ,                                                  ,                                                  ,                                                  
0046807-180523-0234461959                         ,1,MALL_COUPON                                                                                                                                                                                                                                               ,5月新會員有好康 - 499折70                                                                                                                                                                                                                             ,https://www.rakuten.com.tw/user/new/newmember180501/                                                                                                                                                                                                      ,AMOUNT_OFF                                        ,70                                                ,                                                  ,                                                  ,VILK-FSFA-C4QI-KQA4                               
0046807-180523-0236342279                         ,1,MALL_COUPON                                                                                                                                                                                                                                               ,201805花旗卡友獨享滿888折100                                                                                                                                                                                                                          ,https://www.rakuten.com.tw/                                                                                                                                                                                                                               ,AMOUNT_OFF                                        ,100                                               ,                                                  ,                                                  ,2ZMF-SQLS-2A5V-9VOT                               
0046807-180523-0238341793                         ,1,SHOP_ITEM                                                                                                                                                                                                                                                 ,涼夏端午 95折專區                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,5                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-0246402066                         ,1,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買天天限量特價-5/23                                                                                                                                                                                                                                   ,                                                                                                                                                                                                                                                          ,FIXED_PRICE                                       ,120                                               ,                                                  ,                                                  ,                                                  
